Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
F11_1_EKDN220028177-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_1_EKDN220028177-1A_H57WKDSX5_L1/F11_1_EKDN220028177-1A_H57WKDSX5_L1.srt.dp.bam	5104308.0	5069117.0	711412937.0	708037623.0	135163.9104	223.0	43.9842	0.0304	2.3257	99.31056276384575
F11_3_EKDN220028309-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_3_EKDN220028309-1A_H3NGLDSX5_L2/F11_3_EKDN220028309-1A_H3NGLDSX5_L2.srt.dp.bam	7175126.0	7106189.0	981491309.0	976849945.0	131154.7684	197.0	43.9378	0.0311	3.2086	99.03922244710407
F11_4_EKDN220028387-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_4_EKDN220028387-1A_H5GV5DSX5_L1/F11_4_EKDN220028387-1A_H5GV5DSX5_L1.srt.dp.bam	6245419.0	6149712.0	848443684.0	844701199.0	129245.3907	198.0	43.8141	0.0296	2.7736	98.46756478628575
F11_5_EKDN220028455-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_5_EKDN220028455-1A_H5GV5DSX5_L3/F11_5_EKDN220028455-1A_H5GV5DSX5_L3.srt.dp.bam	4946390.0	4918025.0	695782876.0	692552053.0	163284.2598	271.0	44.085	0.0309	2.2746	99.4265514850224
F11_7_EKDN220028590-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_7_EKDN220028590-1A_H3NGLDSX5_L2/F11_7_EKDN220028590-1A_H3NGLDSX5_L2.srt.dp.bam	7803067.0	7765715.0	1089804940.0	1084996380.0	151310.7307	223.0	43.6038	0.0296	3.5627	99.5213164259643
F11_8_EKDN220028659-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_8_EKDN220028659-1A_H3V53DSX5_L2/F11_8_EKDN220028659-1A_H3V53DSX5_L2.srt.dp.bam	9479439.0	9432660.0	1308733629.0	1302751292.0	141755.0946	211.0	43.6525	0.0305	4.2783	99.50652143022388
F1_10_EKDN220028792-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_10_EKDN220028792-1A_H5JF5DSX5_L3/F1_10_EKDN220028792-1A_H5JF5DSX5_L3.srt.dp.bam	5672367.0	5431648.0	730967692.0	727581644.0	136354.88	184.0	43.7757	0.0297	2.3896	95.75628657313605
F1_1_EKDN220028175-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_1_EKDN220028175-1A_H57YWDSX5_L3/F1_1_EKDN220028175-1A_H57YWDSX5_L3.srt.dp.bam	8373458.0	8315144.0	1171269794.0	1165802353.0	142170.1858	223.0	44.0821	0.0298	3.829	99.30358520936034
F1_2_EKDN220028244-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_2_EKDN220028244-1A_H3NGLDSX5_L2/F1_2_EKDN220028244-1A_H3NGLDSX5_L2.srt.dp.bam	7457291.0	7405051.0	1013739919.0	1009075409.0	148357.9523	190.0	43.5491	0.0301	3.314	99.29947751804241
F1_3_EKDN220028307-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_3_EKDN220028307-1A_H3NGLDSX5_L2/F1_3_EKDN220028307-1A_H3NGLDSX5_L2.srt.dp.bam	8012767.0	7951825.0	1108828282.0	1103722923.0	214804.1692	330.0	43.2931	0.0318	3.6248	99.23943876066782
F1_5_EKDN220028453-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_5_EKDN220028453-1A_H5GV5DSX5_L3/F1_5_EKDN220028453-1A_H5GV5DSX5_L3.srt.dp.bam	6837720.0	6801310.0	949493833.0	944981232.0	138463.9794	208.0	45.1721	0.0316	3.104	99.4675125626671
F1_6_EKDN220028526-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_6_EKDN220028526-1A_H3NGLDSX5_L2/F1_6_EKDN220028526-1A_H3NGLDSX5_L2.srt.dp.bam	6299353.0	6267385.0	881693954.0	877511177.0	152199.4836	223.0	43.5551	0.0306	2.8823	99.4925193111102
F1_7_EKDN220028588-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_7_EKDN220028588-1A_H3NGLDSX5_L2/F1_7_EKDN220028588-1A_H3NGLDSX5_L2.srt.dp.bam	7352096.0	7312260.0	1012684963.0	1008006649.0	130662.9499	200.0	43.7175	0.0306	3.3105	99.45816811967634
F1_8_EKDN220028657-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F1_8_EKDN220028657-1A_H3V53DSX5_L2/F1_8_EKDN220028657-1A_H3V53DSX5_L2.srt.dp.bam	6610854.0	6574795.0	912635986.0	908306586.0	133848.2527	210.0	43.7428	0.031	2.9835	99.45454853487915
F2_10_EKDN220028794-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_10_EKDN220028794-1A_H5JF5DSX5_L3/F2_10_EKDN220028794-1A_H5JF5DSX5_L3.srt.dp.bam	6411076.0	6379580.0	885008786.0	881067932.0	129650.4089	199.0	43.6441	0.0292	2.8932	99.50872521242924
F2_11_EKDN220028849-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_11_EKDN220028849-1A_H5J72DSX5_L1/F2_11_EKDN220028849-1A_H5J72DSX5_L1.srt.dp.bam	7116194.0	7080805.0	995256118.0	990651708.0	143881.7558	217.0	43.7987	0.0298	3.2536	99.50269764989544
F2_12_EKDN220028901-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_12_EKDN220028901-1A_H5JF5DSX5_L3/F2_12_EKDN220028901-1A_H5JF5DSX5_L3.srt.dp.bam	6337506.0	6308040.0	880988979.0	876851068.0	150001.6856	209.0	43.8529	0.0304	2.88	99.53505369462373
F2_13_EKDN220028962-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_13_EKDN220028962-1A_H5J72DSX5_L2/F2_13_EKDN220028962-1A_H5J72DSX5_L2.srt.dp.bam	8770846.0	8730432.0	1227976292.0	1222650599.0	131563.3478	216.0	44.2181	0.0277	4.0143	99.53922346829485
F2_14_EKDN220028988-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_14_EKDN220028988-1A_H5J72DSX5_L2/F2_14_EKDN220028988-1A_H5J72DSX5_L2.srt.dp.bam	5965371.0	5922578.0	809850539.0	805963146.0	128325.9604	187.0	43.9997	0.0309	2.6475	99.28264310803134
F2_1_EKDN220028178-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_1_EKDN220028178-1A_H57WKDSX5_L1/F2_1_EKDN220028178-1A_H57WKDSX5_L1.srt.dp.bam	5002230.0	4978106.0	692936363.0	689596444.0	124800.4135	203.0	43.8001	0.0309	2.2653	99.5177350901498
F2_2_EKDN220028246-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_2_EKDN220028246-1A_H3NGLDSX5_L2/F2_2_EKDN220028246-1A_H3NGLDSX5_L2.srt.dp.bam	8620667.0	8575072.0	1203232948.0	1197688649.0	154827.0765	229.0	43.6243	0.03	3.9335	99.47109661004188
F2_3_EKDN220028310-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_3_EKDN220028310-1A_H3NGLDSX5_L2/F2_3_EKDN220028310-1A_H3NGLDSX5_L2.srt.dp.bam	6387761.0	6357238.0	879590473.0	875382512.0	121976.2752	193.0	43.5819	0.0314	2.8754	99.52216433896008
F2_5_EKDN220028456-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_5_EKDN220028456-1A_H5GV5DSX5_L3/F2_5_EKDN220028456-1A_H5GV5DSX5_L3.srt.dp.bam	7560174.0	7521722.0	1053282856.0	1048290410.0	141558.7024	222.0	43.6773	0.0312	3.4433	99.49138736753942
F2_7_EKDN220028591-1A_H5CW3DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_7_EKDN220028591-1A_H5CW3DSX5_L3/F2_7_EKDN220028591-1A_H5CW3DSX5_L3.srt.dp.bam	7079972.0	7044662.0	977395435.0	972873008.0	132356.916	199.0	43.6567	0.0307	3.1952	99.50126921405904
F2_8_EKDN220028660-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_8_EKDN220028660-1A_H3V53DSX5_L2/F2_8_EKDN220028660-1A_H3V53DSX5_L2.srt.dp.bam	6517057.0	6462947.0	897972593.0	893824595.0	126644.8159	201.0	44.1081	0.0306	2.9355	99.1697172512071
F2_9_EKDN220028729-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F2_9_EKDN220028729-1A_H5JF5DSX5_L3/F2_9_EKDN220028729-1A_H5JF5DSX5_L3.srt.dp.bam	8130587.0	8082856.0	1133702972.0	1128286235.0	154436.4261	239.0	43.6578	0.0301	3.7062	99.41294521539466
F3_12_EKDN220028902-1A_H5JF5DSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_12_EKDN220028902-1A_H5JF5DSX5_L4/F3_12_EKDN220028902-1A_H5JF5DSX5_L4.srt.dp.bam	9876091.0	9812214.0	1388833209.0	1382444535.0	162823.3639	270.0	43.8275	0.0298	4.5402	99.35321576117514
F3_1_EKDN220028179-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_1_EKDN220028179-1A_H5F7CDSX5_L4/F3_1_EKDN220028179-1A_H5F7CDSX5_L4.srt.dp.bam	6457803.0	6423604.0	902644320.0	898481308.0	151544.4503	234.0	43.5377	0.0295	2.9508	99.47042361001101
F3_2_EKDN220028247-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_2_EKDN220028247-1A_H3NGLDSX5_L2/F3_2_EKDN220028247-1A_H3NGLDSX5_L2.srt.dp.bam	5485401.0	5447788.0	761493458.0	758240134.0	141211.2678	214.0	44.0957	0.0278	2.4894	99.3143071946791
F3_3_EKDN220028311-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_3_EKDN220028311-1A_H3NGLDSX5_L2/F3_3_EKDN220028311-1A_H3NGLDSX5_L2.srt.dp.bam	6289368.0	6256750.0	873322961.0	869097788.0	137505.378	212.0	43.9246	0.0311	2.855	99.4813787331255
F3_4_EKDN220028388-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_4_EKDN220028388-1A_H5GV5DSX5_L1/F3_4_EKDN220028388-1A_H5GV5DSX5_L1.srt.dp.bam	5938423.0	5879208.0	808269465.0	804401399.0	126214.0256	194.0	43.9031	0.0314	2.6423	99.0028497464731
F3_5_EKDN220028457-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_5_EKDN220028457-1A_H5GV5DSX5_L1/F3_5_EKDN220028457-1A_H5GV5DSX5_L1.srt.dp.bam	6033578.0	6002218.0	843008653.0	839008005.0	149754.0135	225.0	43.5321	0.0308	2.7559	99.48024207195134
F3_8_EKDN220028661-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_8_EKDN220028661-1A_H3V53DSX5_L2/F3_8_EKDN220028661-1A_H3V53DSX5_L2.srt.dp.bam	10915708.0	10860142.0	1515684016.0	1508344564.0	135039.6532	210.0	44.3343	0.0315	4.9549	99.49095377047462
F3_9_EKDN220028730-1A_H5JF5DSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F3_9_EKDN220028730-1A_H5JF5DSX5_L4/F3_9_EKDN220028730-1A_H5JF5DSX5_L4.srt.dp.bam	6497453.0	6463573.0	903171271.0	898981117.0	145707.1627	221.0	43.6621	0.0297	2.9525	99.47856490843412
F4_10_EKDN220028795-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_10_EKDN220028795-1A_H5JF5DSX5_L3/F4_10_EKDN220028795-1A_H5JF5DSX5_L3.srt.dp.bam	5490414.0	5462960.0	754540918.0	750978507.0	137129.8081	207.0	43.754	0.03	2.4667	99.49996484782386
F4_12_EKDN220028903-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_12_EKDN220028903-1A_H5JF5DSX5_L3/F4_12_EKDN220028903-1A_H5JF5DSX5_L3.srt.dp.bam	6033951.0	6002568.0	843626840.0	839746249.0	162269.6257	246.0	43.5457	0.0295	2.7579	99.47989302531624
F4_13_EKDN220028963-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_13_EKDN220028963-1A_H5J72DSX5_L2/F4_13_EKDN220028963-1A_H5J72DSX5_L2.srt.dp.bam	9499152.0	9450414.0	1316031422.0	1309831185.0	134496.8519	204.0	44.0386	0.03	4.3022	99.48692262214564
F4_1_EKDN220028180-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_1_EKDN220028180-1A_H57WKDSX5_L1/F4_1_EKDN220028180-1A_H57WKDSX5_L1.srt.dp.bam	6591519.0	6555812.0	917478481.0	913389100.0	141505.8653	222.0	43.6302	0.0297	2.9993	99.458288749528
F4_3_EKDN220028312-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_3_EKDN220028312-1A_H3NGLDSX5_L2/F4_3_EKDN220028312-1A_H3NGLDSX5_L2.srt.dp.bam	7154507.0	7094169.0	979666822.0	974921739.0	122571.8912	198.0	44.3256	0.0311	3.2026	99.1566434975883
F4_4_EKDN220028389-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_4_EKDN220028389-1A_H5GV5DSX5_L1/F4_4_EKDN220028389-1A_H5GV5DSX5_L1.srt.dp.bam	5183068.0	5121773.0	675423097.0	671382338.0	146846.4541	184.0	42.8775	0.0403	2.208	98.81739927008482
F4_5_EKDN220028458-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_5_EKDN220028458-1A_H5GV5DSX5_L3/F4_5_EKDN220028458-1A_H5GV5DSX5_L3.srt.dp.bam	5306398.0	5236322.0	727784684.0	724347814.0	133253.4038	211.0	44.3776	0.0307	2.3792	98.67940550256502
F4_6_EKDN220028528-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_6_EKDN220028528-1A_H3NGLDSX5_L2/F4_6_EKDN220028528-1A_H3NGLDSX5_L2.srt.dp.bam	7006733.0	6972041.0	977525022.0	972885697.0	139875.1369	217.0	43.7298	0.0307	3.1956	99.50487623832677
F4_8_EKDN220028662-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_8_EKDN220028662-1A_H3V53DSX5_L2/F4_8_EKDN220028662-1A_H3V53DSX5_L2.srt.dp.bam	7093435.0	6991995.0	966652485.0	962166122.0	131168.5267	211.0	44.3198	0.0301	3.1601	98.56994530858462
F4_9_EKDN220028731-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F4_9_EKDN220028731-1A_H5JF5DSX5_L3/F4_9_EKDN220028731-1A_H5JF5DSX5_L3.srt.dp.bam	6710981.0	6650421.0	932894886.0	928540897.0	149457.9806	236.0	44.0639	0.0299	3.0497	99.0975983988034
F5_10_EKDN220028796-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_10_EKDN220028796-1A_H5JF5DSX5_L3/F5_10_EKDN220028796-1A_H5JF5DSX5_L3.srt.dp.bam	6890662.0	6857979.0	954663940.0	950146761.0	134979.8244	208.0	43.6906	0.03	3.1209	99.52569143574304
F5_11_EKDN220028850-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_11_EKDN220028850-1A_H5J72DSX5_L1/F5_11_EKDN220028850-1A_H5J72DSX5_L1.srt.dp.bam	8797732.0	8745420.0	1231610417.0	1225767463.0	159189.9918	254.0	45.539	0.0305	4.0262	99.40539220790086
F5_12_EKDN220028904-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_12_EKDN220028904-1A_H5JF5DSX5_L3/F5_12_EKDN220028904-1A_H5JF5DSX5_L3.srt.dp.bam	5999994.0	5969590.0	832388104.0	828534693.0	147922.325	218.0	43.8862	0.03	2.7211	99.49326615993283
F5_1_EKDN220028181-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_1_EKDN220028181-1A_H57WKDSX5_L1/F5_1_EKDN220028181-1A_H57WKDSX5_L1.srt.dp.bam	6569356.0	6534794.0	916145209.0	911865889.0	147144.3492	225.0	43.6279	0.0306	2.9949	99.47389059140652
F5_5_EKDN220028459-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_5_EKDN220028459-1A_H5GV5DSX5_L1/F5_5_EKDN220028459-1A_H5GV5DSX5_L1.srt.dp.bam	6673669.0	6636806.0	928907232.0	924589242.0	148812.6955	223.0	43.7449	0.0309	3.0367	99.44763517639248
F5_6_EKDN220028529-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_6_EKDN220028529-1A_H3NGLDSX5_L2/F5_6_EKDN220028529-1A_H3NGLDSX5_L2.srt.dp.bam	6724227.0	6686019.0	941190387.0	936776797.0	150359.4426	235.0	43.8229	0.0307	3.0768	99.43178598818868
F5_8_EKDN220028663-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_8_EKDN220028663-1A_H3V53DSX5_L2/F5_8_EKDN220028663-1A_H3V53DSX5_L2.srt.dp.bam	9897033.0	9745863.0	1362911252.0	1356791111.0	149037.6805	232.0	44.1512	0.0299	4.4555	98.4725725376484
F5_9_EKDN220028732-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F5_9_EKDN220028732-1A_H5JF5DSX5_L3/F5_9_EKDN220028732-1A_H5JF5DSX5_L3.srt.dp.bam	5351409.0	5327711.0	742327875.0	739092493.0	126063.4276	201.0	44.1619	0.0277	2.4267	99.55716335641698
F6_10_EKDN220028797-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_10_EKDN220028797-1A_H5JF5DSX5_L3/F6_10_EKDN220028797-1A_H5JF5DSX5_L3.srt.dp.bam	5341284.0	5315447.0	732497951.0	729075151.0	125941.784	193.0	43.8519	0.0297	2.3946	99.51627735952628
F6_12_EKDN220028905-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_12_EKDN220028905-1A_H5JF5DSX5_L3/F6_12_EKDN220028905-1A_H5JF5DSX5_L3.srt.dp.bam	8057171.0	8010214.0	1128364555.0	1123127782.0	177588.7315	268.0	43.5486	0.0301	3.6887	99.41720239026824
F6_1_EKDN220028182-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_1_EKDN220028182-1A_H57WKDSX5_L1/F6_1_EKDN220028182-1A_H57WKDSX5_L1.srt.dp.bam	7050773.0	7013339.0	986367723.0	981822617.0	140972.075	227.0	43.6839	0.0304	3.2245	99.4690794895822
F6_2_EKDN220028248-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_2_EKDN220028248-1A_H3NGLDSX5_L2/F6_2_EKDN220028248-1A_H3NGLDSX5_L2.srt.dp.bam	6851205.0	6814244.0	956428165.0	951883275.0	146075.4277	229.0	44.8169	0.0306	3.1266	99.46051825919675
F6_3_EKDN220028313-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_3_EKDN220028313-1A_H3NGLDSX5_L2/F6_3_EKDN220028313-1A_H3NGLDSX5_L2.srt.dp.bam	4552457.0	4530731.0	630920513.0	627972012.0	138540.1089	210.0	43.5257	0.0304	2.0625	99.52276320237621
F6_5_EKDN220028460-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_5_EKDN220028460-1A_H5GV5DSX5_L1/F6_5_EKDN220028460-1A_H5GV5DSX5_L1.srt.dp.bam	6790278.0	6752346.0	932056412.0	927608146.0	123721.1619	191.0	43.8878	0.0313	3.047	99.44137780515024
F6_6_EKDN220028530-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_6_EKDN220028530-1A_H3NGLDSX5_L2/F6_6_EKDN220028530-1A_H3NGLDSX5_L2.srt.dp.bam	8722489.0	8659433.0	1200714605.0	1195043244.0	131644.9057	197.0	43.7747	0.03	3.9252	99.27708707915825
F6_7_EKDN220028592-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_7_EKDN220028592-1A_H3NGLDSX5_L2/F6_7_EKDN220028592-1A_H3NGLDSX5_L2.srt.dp.bam	7023331.0	6991033.0	980828185.0	976338648.0	141850.2287	215.0	43.805	0.03	3.2064	99.54013273758562
F6_9_EKDN220028733-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F6_9_EKDN220028733-1A_H5JF5DSX5_L3/F6_9_EKDN220028733-1A_H5JF5DSX5_L3.srt.dp.bam	6634010.0	6601704.0	915204254.0	910881126.0	126775.2869	196.0	45.8724	0.03	2.9919	99.51302455076191
F7_11_EKDN220028851-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_11_EKDN220028851-1A_H5J72DSX5_L1/F7_11_EKDN220028851-1A_H5J72DSX5_L1.srt.dp.bam	10797298.0	10739835.0	1510630697.0	1503647437.0	149520.9009	229.0	43.795	0.0298	4.9384	99.4678020371393
F7_12_EKDN220028906-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_12_EKDN220028906-1A_H5JF5DSX5_L3/F7_12_EKDN220028906-1A_H5JF5DSX5_L3.srt.dp.bam	7137672.0	7100229.0	984481713.0	980006046.0	149264.758	213.0	43.5938	0.0296	3.2183	99.4754171948501
F7_13_EKDN220028964-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_13_EKDN220028964-1A_H5J72DSX5_L2/F7_13_EKDN220028964-1A_H5J72DSX5_L2.srt.dp.bam	10072650.0	10012652.0	1413468914.0	1406662314.0	167575.4009	262.0	43.814	0.0305	4.6207	99.4043474160226
F7_1_EKDN220028183-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_1_EKDN220028183-1A_H57WKDSX5_L2/F7_1_EKDN220028183-1A_H57WKDSX5_L2.srt.dp.bam	5264826.0	5238139.0	735556213.0	732020543.0	138464.9835	216.0	43.76	0.0304	2.4046	99.49310765446
F7_2_EKDN220028249-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_2_EKDN220028249-1A_H3NGLDSX5_L2/F7_2_EKDN220028249-1A_H3NGLDSX5_L2.srt.dp.bam	8985213.0	8937686.0	1254778245.0	1248806385.0	146370.962	223.0	43.8804	0.0309	4.102	99.47105316256832
F7_3_EKDN220028314-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_3_EKDN220028314-1A_H3NGLDSX5_L2/F7_3_EKDN220028314-1A_H3NGLDSX5_L2.srt.dp.bam	7212969.0	7173082.0	977181864.0	972795510.0	126227.4531	183.0	43.4095	0.0299	3.1945	99.44700996219449
F7_4_EKDN220028390-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_4_EKDN220028390-1A_H5GV5DSX5_L1/F7_4_EKDN220028390-1A_H5GV5DSX5_L1.srt.dp.bam	7274188.0	7222364.0	1001133586.0	996554576.0	136576.6358	202.0	43.8156	0.0306	3.2728	99.28756309295278
F7_5_EKDN220028461-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_5_EKDN220028461-1A_H5J72DSX5_L2/F7_5_EKDN220028461-1A_H5J72DSX5_L2.srt.dp.bam	8671538.0	8626851.0	1209968556.0	1204217213.0	151437.4875	224.0	43.6819	0.0304	3.9555	99.48467042409317
F7_6_EKDN220028531-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F7_6_EKDN220028531-1A_H3NGLDSX5_L2/F7_6_EKDN220028531-1A_H3NGLDSX5_L2.srt.dp.bam	9230234.0	9180516.0	1297831352.0	1291637846.0	156872.2909	248.0	43.8265	0.0306	4.2427	99.46135710102257
